Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
CLE,"Aristides Aquino, LF CIN",2,0.46,,,,,,1
CLE,"Brad Boxberger, RP MIL",1,0.6,,,,,,1
CLE,"Drew Smyly, SP CHC",2,0.77,,,,,,1
CLE,"Giovanny Gallegos, RP STL",1,3.3,,,,,,1
CLE,"Jose Quintana, RP PIT",2,2.16,,,,,,1
CLE,"Kyle Hendricks, SP CHC",2,2.76,,,,,,1
CLE,"Marcus Stroman, SP CHC",1,3.2,,,,,,1
CLE,"Mike Minor, SP CIN",2,2.2,,,,,,1
CLE,"Mike Moustakas, 3B CIN",2,2.57,,,,,,1
CLE,"Miles Mikolas, SP STL",2,0.8,,,,,,1
CLE,"Mychal Givens, RP CIN",1,0.68,,,,,,1
CLE,"Steven Matz, SP STL",2,5.16,,,,,,1
CLE,"Wade Miley, SP CHC",1,2,,,,,,1
LAD,"Paul Goldschmidt, 1B STL",1,4.8,,,,,,2
LAD,"Nolan Arenado, 3B STL",2,6.1,,,,,,2
LAD,"Nick Castellanos, OF CIN",1,7.7,,,,,,2
LAD,"Christian Yelich, OF MIL",1,4.3,,,,,,2
LAD,"Seiya Suzuki, OF CHC",3,4.3,,,,,,2
LAD,"Marcus Stroman, SP CHC",1,6.3,,,,,,2
LAD,"Kyle Hendricks, SP CHC",1,4.2,,,,,,2
LAD,"Eric Lauer, SP MIL",2,0.41,,,,,,2
LAD,"Steven Matz, SP STL",2,0.41,,,,,,2
LAD,"Mike Minor, SP CIN",1,0.4,,,,,,2
LAD,"Miles Mikolas, SP STL",1,0.62,,,,,,2
LAD,"Alec Mills, SP CHC",1,0.4,,,,,,2
LAD,"Keegan Thompson, SP CHC",2,0.41,,,,,,2
DET,"Nick Castellanos, OF CIN",3,4,3.5,4.5,4,,,3
DET,"Nolan Arenado, 3B STL",3,10.5,8.5,11.5,11.5,,,3
DET,"Giovanny Gallegos, RP STL",1,3.25,,,,,,3
BOS,"Paul Goldschmidt, 1B STL",1,7.78,,,,,,4
BOS,"Nolan Arenado, 3B STL",3,9.17,10,10,7.51,,,4
BOS,"Christian Yelich, OF MIL",2,4.37,,,,,,4
BOS,"Clint Frazier, OF CHC",4,0.78,,,,,,4
BOS,"Yadier Molina, C STL",1,0.47,,,,,,4
BOS,"Anthony Alford, OF PIT",4,0.78,,,,,,4
BOS,"Seiya Suzuki, OF CHC",3,3.97,,,,,,4
BOS,"Giovanny Gallegos, RP STL",1,4.57,,,,,,4
BOS,"Eric Lauer, SP MIL",2,2.97,,,,,,4
BOS,"Wade Miley, SP CHC",2,3.37,,,,,,4
BOS,"Art Warren, RP CIN",2,0.79,,,,,,4
BOS,"Luis Cessa, RP CIN",1,0.41,,,,,,4
BOS,"Chris Stratton, RP PIT",2,1.47,,,,,,4
BOS,"Alec Mills, SP CHC",2,1.17,,,,,,4
BOS,"Brad Boxberger, RP MIL",2,0.78,,,,,,4
BOS,"Drew Smyly, SP CHC",2,0.78,,,,,,4
NYM,"Paul Goldschmidt, 1B STL",1,4.5,,,,,,5
NYM,"Nolan Arenado, 3B STL",3,7,,,,,,5
NYM,"Christian Yelich, OF MIL",3,9.1,10,9.1,8.2,,,5
NYM,"Kolten Wong, 2B MIL",1,0.75,,,,,,5
NYM,"Rafael Ortega, OF CHC",3,0.4,,,,,,5
NYM,"Seiya Suzuki, OF CHC",3,2.5,,,,,,5
NYM,"Giovanny Gallegos, RP STL",1,2.8,,,,,,5
NYM,"Marcus Stroman, SP CHC",1,4.5,,,,,,5
NYM,"Kyle Hendricks, SP CHC",2,0.75,,,,,,5
NYM,"Eric Lauer, SP MIL",1,0.4,,,,,,5
NYM,"Steven Matz, SP STL",1,1.8,,,,,,5
NYM,"Art Warren, RP CIN",3,0.4,,,,,,5
NYM,"Miles Mikolas, SP STL",1,1.2,,,,,,5
NYM,"Alec Mills, SP CHC",1,0.5,,,,,,5
NYM,"Drew Smyly, SP CHC",1,1.6,,,,,,5
NYM,"Tejay Antone, RP CIN",5,0.4,,,,,,5
NYM,"Yadier Molina, C STL",1,0.5,,,,,,5
NYY,"Nick Castellanos, OF CIN",3,6.5,,,,,,6
NYY,"Paul Goldschmidt, 1B STL",2,9.5,,,,,,6
NYY,"Nolan Arenado, 3B STL",2,10,,,,,,6
NYY,"Kolten Wong, 2B MIL",2,3,,,,,,6
NYY,"Christian Yelich, OF MIL",2,8,,,,,,6
NYY,"Dan Vogelbach, 1B PIT",2,1,,,,,,6
NYY,"Andrew McCutchen, OF MIL",1,2,,,,,,6
NYY,"Anthony Alford, OF PIT",4,0.85,,,,,,6
TB,"Joey Votto, 1B CIN",2,4,,,,,,7
TB,"Edmundo Sosa, SS STL",3,2.33,,,,,,7
TB,"Christian Yelich, OF MIL",4,9,,,,,,7
TB,"Tyler Naquin, OF CIN",1,3.5,,,,,,7
TB,"Mike Minor, SP CIN",1,1.67,,,,,,7
TB,"Giovanny Gallegos, RP STL",3,4,5,4,3,,,7
TB,"Art Warren, RP CIN",2,3.5,,,,,,7
PHI,"Marcus Stroman, SP CHC",2,2.2,,,,,,8
PHI,"Kyle Hendricks, SP CHC",1,1.3,,,,,,8
PHI,"Eric Lauer, SP MIL",1,0.75,,,,,,8
PHI,"Steven Matz, SP STL",2,1.1,,,,,,8
PHI,"Miles Mikolas, SP STL",2,1.3,,,,,,8
PHI,"Brad Boxberger, RP MIL",1,0.55,,,,,,8
KC,"Paul Goldschmidt, 1B STL",1,9.02,,,,,,9
KC,"Nolan Arenado, 3B STL",1,13.02,,,,,,9
KC,"Christian Yelich, OF MIL",3,4.02,,,,,,9
KC,"Marcus Stroman, SP CHC",1,4.52,,,,,,9
KC,"Steven Matz, SP STL",1,3.52,,,,,,9
