Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
PIT,"Masataka Yoshida, OF BOS",3,2.81,,,,,,1
PIT,"Anthony Santander, OF BAL",3,4.31,,,,,,1
PIT,"Jose Berrios, SP TOR",4,3.31,,,,,,1
PIT,"Drew Rasmussen, SP TB",4,5.76,,,,,,1
PIT,"Kenley Jansen, RP BOS",1,2.81,,,,,,1
PIT,"Peter Fairbanks, RP TB",2,3.81,,,,,,1
PIT,"Cionel Perez, RP BAL",4,0.61,,,,,,1
PIT,"Jason Adam, RP TB",1,0.61,,,,,,1
PIT,"Ryan Thompson, RP TB",1,0.61,,,,,,1
PIT,"Michael King, RP NYY",3,0.81,,,,,,1
TB,"Anthony Santander, OF BAL",3,5,,,,,,2
TB,"Adalberto Mondesi, SS BOS",4,2.5,,,,,,2
TB,"Jose Trevino, C NYY",2,0.75,,,,,,2
TB,"Peter Fairbanks, RP TB",2,2,,,,,,2
TB,"Jose Berrios, SP TOR",2,3.5,,,,,,2
TB,"Nick Pivetta, SP BOS",3,3.5,,,,,,2
TB,"Michael King, RP NYY",4,2.5,,,,,,2
TB,"James Paxton, SP BOS",1,1.75,,,,,,2
TB,"Domingo German, SP NYY",1,1,,,,,,2
TB,"Cionel Perez, RP BAL",2,1.75,,,,,,2
SEA,"Kenley Jansen, RP BOS",1,3,,,,,,3
SEA,"Kyle Gibson, SP BAL",1,0.4,,,,,,3
SEA,"Corey Kluber, SP BOS",1,0.4,,,,,,3
SEA,"Jose Berrios, SP TOR",3,4.5,,,,,,3
SEA,"George Springer, OF TOR",1,6.01,,,,,,3
SEA,"Whit Merrifield, 2B/OF TOR",1,3.01,,,,,,3
SEA,"Brandon Belt, 1B TOR",1,0.4,,,,,,3
SEA,"Peter Fairbanks, RP TB",2,3,,,,,,3
SEA,"Drew Rasmussen, SP TB",4,4.5,,,,,,3
SEA,"Anthony Santander, OF BAL",3,5.5,,,,,,3
SEA,"Adam Duvall, OF BOS",1,0.4,,,,,,3
SEA,"Masataka Yoshida, OF BOS",2,0.4,,,,,,3
CLE,"George Springer, OF TOR",2,6.13,,,,,,4
CLE,"Adalberto Mondesi, SS BOS",3,2.77,,,,,,4
CLE,"Brandon Belt, 1B TOR",1,0.73,,,,,,4
CLE,"Whit Merrifield, 2B/OF TOR",1,1.5,,,,,,4
CLE,"Harold Ramirez, 1B/OF TB",1,0.44,,,,,,4
CLE,"Adam Duvall, OF BOS",1,0.4,,,,,,4
CLE,"Yusei Kikuchi, SP TOR",2,1.1,,,,,,4
CLE,"Nick Pivetta, SP BOS",2,1.35,,,,,,4
CLE,"Kyle Gibson, SP BAL",1,0.8,,,,,,4
CLE,"Kenley Jansen, RP BOS",2,4.44,,,,,,4
CLE,"Peter Fairbanks, RP TB",2,1.55,,,,,,4
CLE,"Erik Swanson, RP TOR",1,0.57,,,,,,4
CLE,"Jason Adam, RP TB",1,0.57,,,,,,4
CLE,"Jalen Beeks, RP TB",1,0.55,,,,,,4
CLE,"Garrett Cleavinger, RP TB",2,0.44,,,,,,4
CLE,"Chris Martin, RP BOS",1,0.49,,,,,,4
CLE,"Cionel Perez, RP BAL",1,0.47,,,,,,4
DET,"Peter Fairbanks, RP TB",1,3,,,,,,5
DET,"Yusei Kikuchi, SP TOR",1,0.4,,,,,,5
DET,"Kenley Jansen, RP BOS",2,7,6,8,,,,5
DET,"Michael King, RP NYY",3,1,,,,,,5
DET,"Josh Donaldson, 3B NYY",1,2.75,,,,,,5
DET,"Whit Merrifield, 2B/OF TOR",2,2.7,,,,,,5
DET,"Jose Trevino, C NYY",1,0.43,,,,,,5
DET,"Jason Adam, RP TB",2,0.45,,,,,,5
LAD,"Adalberto Mondesi, SS BOS",3,1.6,,,,,,6
LAD,"Anthony Santander, OF BAL",3,1.4,,,,,,6
LAD,"Masataka Yoshida, OF BOS",3,5.2,,,,,,6
LAD,"Austin Voth, SP BAL",2,0.4,,,,,,6
LAD,"Michael Baumann, SP BAL",5,0.4,,,,,,6
LAD,"Corey Kluber, SP BOS",1,1.6,,,,,,6
LAD,"Nick Pivetta, SP BOS",3,2.2,,,,,,6
LAD,"James Paxton, SP BOS",2,1.3,,,,,,6
LAD,"Frankie Montas, SP NYY",5,0.7,,,,,,6
LAD,"Domingo German, SP NYY",5,0.7,,,,,,6
LAD,"Drew Rasmussen, SP TB",5,0.7,,,,,,6
LAD,"Jose Berrios, SP TOR",2,1.4,,,,,,6
LAD,"Yusei Kikuchi, SP TOR",2,1.4,,,,,,6
LAD,"Hyun-Jin Ryu, SP TOR",2,0.7,,,,,,6
LAD,"Cionel Perez, RP BAL",3,0.4,,,,,,6
LAD,"Dillon Tate, RP BAL",3,0.4,,,,,,6
LAD,"Mychal Givens, RP BAL",3,0.4,,,,,,6
LAD,"Keegan Akin, RP BAL",5,0.4,,,,,,6
LAD,"Bryan Baker, RP BAL",5,0.4,,,,,,6
LAD,"Michael King, RP NYY",5,0.62,,,,,,6
LAD,"Peter Fairbanks, RP TB",3,0.8,,,,,,6
LAD,"Jason Adam, RP TB",2,0.6,,,,,,6
LAD,"Erik Swanson, RP TOR",2,0.8,,,,,,6
ARZ,"George Springer, OF TOR",1,6,,,,,,7
ARZ,"Anthony Santander, OF BAL",1,3,,,,,,7
ARZ,"Masataka Yoshida, OF BOS",1,5.6,,,,,,7
ARZ,"Whit Merrifield, 2B/OF TOR",1,0.6,,,,,,7
ARZ,"Adalberto Mondesi, SS BOS",1,1,,,,,,7
ARZ,"Kenley Jansen, RP BOS",1,7,,,,,,7
