Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
SEA,"Zack Greinke, SP KC",1,2,,,,,,1
SEA,"Lance Lynn, SP CWS",1,5,,,,,,1
SEA,"Jordan Lyles, SP KC",1,0.4,,,,,,1
SEA,"Javier Baez, SS DET",1,6,,,,,,1
SEA,"Yasmani Grandal, C CWS",1,2,,,,,,1
SEA,"Jorge Lopez, RP MIN",1,2,,,,,,1
SEA,"Joey Gallo, OF MIN",2,2,,,,,,1
SEA,"Max Kepler, OF MIN",1,0.4,,,,,,1
SEA,"Gary Sanchez, C KC",1,0.4,,,,,,1
LAD,"Trevor Stephan, RP CLE",5,0.43,,,,,,2
LAD,"Kendall Graveman, RP CWS",2,0.9,,,,,,2
LAD,"Kenta Maeda, SP MIN",2,0.8,,,,,,2
LAD,"Lance Lynn, SP CWS",2,3.9,,,,,,2
TB,"Joey Gallo, OF MIN",2,0.9,,,,,,3
TB,"Amir Garrett, RP KC",1,0.41,,,,,,3
TB,"Jose Ruiz, RP CWS",1,0.4,,,,,,3
TB,"Josh Staumont, RP KC",1,0.41,,,,,,3
ARZ,"Javier Baez, SS DET",1,6,,,,,,4
ARZ,"Myles Straw, OF CLE",1,2.2,,,,,,4
ARZ,"Lance Lynn, SP CWS",1,6,,,,,,4
ARZ,"Jorge Lopez, RP MIN",1,1.8,,,,,,4
ARZ,"Kendall Graveman, RP CWS",1,1,,,,,,4
ARZ,"Kenta Maeda, SP MIN",1,4,,,,,,4
ARZ,"Liam Hendriks, RP CWS",3,1,,,,,,4
ARZ,"Jordan Lyles, SP KC",1,1.6,,,,,,4
ARZ,"Brad Keller, SP KC",1,1.5,,,,,,4
ARZ,"Trevor Stephan, RP CLE",1,1,,,,,,4
ARZ,"Caleb Thielbar, RP MIN",1,0.45,,,,,,4
NYM,"Javier Baez, SS DET",3,4.05,3.25,4.3,4.6,,,5
NYM,"Lance Lynn, SP CWS",2,3.7,3,4.4,,,,5
NYM,"Jorge Lopez, RP MIN",3,0.69,,,,,,5
NYM,"Kenta Maeda, SP MIN",2,0.69,,,,,,5
NYM,"Liam Hendriks, RP CWS",3,0.45,,,,,,5
