Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
NYY,"Josh Bell, 1B MIA",1,3.75,,,,,,1
NYY,"Nick Senzel, 3B/OF WAS",2,1,,,,,,1
NYY,"Tylor Megill, SP NYM",2,1,,,,,,1
NYY,"Adrian Houser, SP NYM",2,1,,,,,,1
NYY,"Sean Manaea, SP/RP NYM",2,1.25,,,,,,1
NYY,"Zack Wheeler, SP PHI",3,14.92,15.25,15.25,14.25,,,1
NYY,"Christopher Sanchez, SP PHI",3,2,,,,,,1
NYY,"Aaron Bummer, RP ATL",3,1.1,,,,,,1
NYY,"Jeff Hoffman, RP PHI",2,0.9,,,,,,1
OAK,"Matt Olson, 1B ATL",3,15.1,12.1,15.1,18.1,,,2
OAK,"Josh Bell, 1B MIA",2,2.1,1.7,2.5,,,,2
OAK,"Christopher Sanchez, SP PHI",5,4.8,3.84,3.84,4.8,5.76,5.76,2
OAK,"Tanner Scott, RP MIA",3,5.2,4.2,5.2,6.2,,,2
OAK,"Jeff McNeil, 2B/OF NYM",1,0.62,,,,,,2
OAK,"Jeff Hoffman, RP PHI",2,0.77,0.62,0.92,,,,2
OAK,"Nick Castellanos, OF PHI",2,3.5,2.9,4.1,,,,2
OAK,"Lane Thomas, OF WAS",2,3,2.4,3.6,,,,2
OAK,"Brandon Nimmo, OF NYM",2,2,1.6,2.4,,,,2
OAK,"Starling Marte, OF NYM",1,1.09,,,,,,2
OAK,"Marcell Ozuna, DH ATL",1,1.09,,,,,,2
OAK,"Zack Wheeler, SP PHI",3,7,5.6,7,8.4,,,2
OAK,"Aaron Nola, SP PHI",3,7,5.6,7,8.4,,,2
OAK,"Chris Sale, SP ATL",3,4.1,3.3,4.1,4.9,,,2
OAK,"Raisel Iglesias, RP ATL",2,5,4,6,,,,2
OAK,"Kyle Finnegan, RP WAS",1,2,,,,,,2
OAK,"Ranger Suarez, SP PHI",3,0.66,,,,,,2
CLE,"Nick Castellanos, OF PHI",1,7.66,,,,,,3
CLE,"Lane Thomas, OF WAS",1,2.9,,,,,,3
CLE,"Brandon Nimmo, OF NYM",1,5.29,,,,,,3
CLE,"Starling Marte, OF NYM",2,2.28,,,,,,3
CLE,"Josh Bell, 1B MIA",2,2.27,,,,,,3
CLE,"Jeff McNeil, 2B/OF NYM",2,1.86,,,,,,3
CLE,"Orlando Arcia, SS ATL",2,0.61,,,,,,3
CLE,"Victor Robles, OF WAS",2,0.41,,,,,,3
CLE,"Zack Wheeler, SP PHI",1,11.2,,,,,,3
CLE,"Aaron Nola, SP PHI",1,9.3,,,,,,3
CLE,"Chris Sale, SP ATL",1,6.1,,,,,,3
CLE,"Christopher Sanchez, SP PHI",2,3.8,,,,,,3
CLE,"Sean Manaea, SP/RP NYM",2,3.66,,,,,,3
CLE,"Taijuan Walker, SP PHI",2,0.61,,,,,,3
CLE,"Jose Quintana, SP NYM",2,0.61,,,,,,3
CLE,"Ranger Suarez, SP PHI",2,3.39,,,,,,3
CLE,"Luis Severino, SP NYM",2,3.39,,,,,,3
CLE,"Matt Strahm, RP PHI",1,1.57,,,,,,3
CLE,"Adrian Houser, SP NYM",1,0.55,,,,,,3
CLE,"David Peterson, SP NYM",4,1.1,,,,,,3
CLE,"Tanner Scott, RP MIA",2,5.1,,,,,,3
CLE,"Kyle Finnegan, RP WAS",1,0.61,,,,,,3
CLE,"Jeff Hoffman, RP PHI",1,0.72,,,,,,3
CLE,"Adam Ottavino, RP NYM",1,0.62,,,,,,3
CLE,"Brooks Raley, RP NYM",1,0.51,,,,,,3
BOS,"Nick Castellanos, OF PHI",1,7.37,,,,,,4
BOS,"Marcell Ozuna, DH ATL",1,2.51,,,,,,4
BOS,"Lane Thomas, OF WAS",1,3.84,,,,,,4
BOS,"Brandon Nimmo, OF NYM",1,3.17,,,,,,4
BOS,"Starling Marte, OF NYM",1,1.82,,,,,,4
BOS,"Josh Bell, 1B MIA",1,1.67,,,,,,4
BOS,"Nick Senzel, 3B/OF WAS",3,1.37,,,,,,4
BOS,"Joey Gallo, 1B/OF WAS",1,1.37,,,,,,4
BOS,"Jeff McNeil, 2B/OF NYM",1,1.17,,,,,,4
BOS,"Sean Manaea, SP/RP NYM",2,3.77,,,,,,4
BOS,"Zack Wheeler, SP PHI",2,14.77,14,15.54,,,,4
BOS,"Aaron Nola, SP PHI",2,11.42,,,,,,4
BOS,"Chris Sale, SP ATL",2,7.26,6.5,8.02,,,,4
BOS,"Christopher Sanchez, SP PHI",1,0.77,,,,,,4
BOS,"Taijuan Walker, SP PHI",3,3.77,,,,,,4
BOS,"Jose Quintana, SP NYM",1,1.72,,,,,,4
BOS,"Ranger Suarez, SP PHI",2,3.57,,,,,,4
BOS,"Luis Severino, SP NYM",3,2.22,,,,,,4
BOS,"Patrick Corbin, SP WAS",1,0.67,,,,,,4
BOS,"Raisel Iglesias, RP ATL",1,4.12,,,,,,4
