Team,Player,Years,Avg,Year 1,Year 2,Year 3,Year 4,Year 5,Order
OAK,"Eric Hosmer, 1B SD",3,5,,,,,,1
OAK,"Max Muncy, 3B LAD",3,8.1,,,,,,1
OAK,"Ketel Marte, 2B ARZ",5,6.3,,,,,,1
OAK,"Chris Taylor, 2B LAD",3,0.65,,,,,,1
OAK,"Manny Machado, 3B SD",5,13,,,,,,1
OAK,"Eduardo Escobar, 3B ARZ",2,3.65,,,,,,1
OAK,"Ha-Seong Kim, SS SD",5,3.45,,,,,,1
OAK,"AJ Pollock, OF LAD",2,1.5,,,,,,1
OAK,"David Peralta, OF ARZ",1,1.5,,,,,,1
OAK,"Tommy Pham, OF SD",2,1.5,,,,,,1
OAK,"Blake Snell, SP SD",2,12.25,,,,,,1
OAK,"Kenley Jansen, RP LAD",1,5,,,,,,1
OAK,"Drew Pomeranz, RP SD",2,1.85,,,,,,1
OAK,"Emilio Pagan, RP SD",3,0.9,,,,,,1
DET,"Tommy Pham, OF SD",4,4.8,,,,,,2
DET,"Kole Calhoun, OF ARZ",4,4.8,,,,,,2
DET,"Max Muncy, 3B LAD",3,3.1,,,,,,2
TB,"Daniel Bard, SP COL",2,2,,,,,,3
TB,"Blake Snell, SP SD",4,11,,,,,,3
TB,"Kenley Jansen, RP LAD",1,8,,,,,,3
TB,"Drew Pomeranz, RP SD",1,4,,,,,,3
TB,"Manny Machado, 3B SD",1,13,,,,,,3
TB,"Ketel Marte, 2B ARZ",3,6,,,,,,3
TB,"Justin Turner, 3B LAD",3,6.5,,,,,,3
TB,"Ha-Seong Kim, SS SD",4,2.5,,,,,,3
CHC,"Manny Machado, 3B SD",2,9.26,,,,,,4
CHC,"Ketel Marte, 2B ARZ",3,5.1,,,,,,4
CHC,"Eric Hosmer, 1B SD",2,4.4,,,,,,4
CHC,"Justin Turner, 3B LAD",1,3.9,,,,,,4
CHC,"AJ Pollock, OF LAD",1,0.91,,,,,,4
CHC,"Chris Taylor, 2B LAD",1,0.89,,,,,,4
CHC,"Tommy Pham, OF SD",2,4.49,3.98,5,,,,4
CHC,"Tommy LaStella, 2B SF",1,0.41,,,,,,4
CHC,"Kole Calhoun, OF ARZ",1,0.41,,,,,,4
CHC,"Eduardo Escobar, 3B ARZ",1,0.41,,,,,,4
CHC,"Ha-Seong Kim, SS SD",1,0.41,,,,,,4
CHC,"Buster Posey, C SF",1,0.99,,,,,,4
CHC,"David Peralta, OF ARZ",1,1.03,,,,,,4
CHC,"Brandon Belt, 1B SF",1,0.56,,,,,,4
CHC,"Donovan Solano, 2B SF",1,0.4,,,,,,4
CHC,"Tim Locastro, OF ARZ",1,0.41,,,,,,4
CHC,"Max Muncy, 3B LAD",1,5.99,,,,,,4
CHC,"Blake Snell, SP SD",1,8.99,,,,,,4
CHC,"Kenley Jansen, RP LAD",1,5.59,,,,,,4
CHC,"Joakim Soria, RP ARZ",1,1.99,,,,,,4
CHC,"Daniel Bard, SP COL",1,0.42,,,,,,4
CHC,"Jon Gray, P COL",2,1.75,,,,,,4
CHC,"Stefan Crichton, RP ARZ",2,1.04,,,,,,4
CHC,"Aaron Sanchez, P SF",1,0.41,,,,,,4
CHC,"Johnny Cueto, SP SF",1,0.41,,,,,,4
CHC,"Blake Treinen, RP LAD",1,3.99,,,,,,4
WAS,"CJ Cron, 1B COL",1,0.5,,,,,,5
WAS,"Brandon Belt, 1B SF",1,0.5,,,,,,5
WAS,"Chris Taylor, 2B LAD",1,0.5,,,,,,5
WAS,"Tommy Pham, OF SD",3,6,,,,,,5
WAS,"David Peralta, OF ARZ",1,1,,,,,,5
WAS,"Jon Gray, P COL",2,3,,,,,,5
WAS,"Blake Snell, SP SD",4,6,,,,,,5
NYM,"Blake Snell, SP SD",2,10.6,10.1,11.1,,,,6
NYM,"Drew Pomeranz, RP SD",3,3.5,3,3.5,4,,,6
NYM,"Jake McGee, RP SF",1,0.5,,,,,,6
NYM,"Aaron Sanchez, P SF",3,2.1,1.7,2.1,2.5,,,6
NYM,"Stefan Crichton, RP ARZ",1,0.45,,,,,,6
NYM,"Daniel Bard, SP COL",1,0.45,,,,,,6
NYM,"Manny Machado, 3B SD",3,14.1,16,14,12.3,,,6
NYM,"Ketel Marte, 2B ARZ",1,9.55,,,,,,6
NYM,"Max Muncy, 3B LAD",1,9.55,,,,,,6
NYM,"Tommy Pham, OF SD",2,5.65,5.3,6,,,,6
NYM,"AJ Pollock, OF LAD",2,5.65,5.3,6,,,,6
NYM,"Justin Turner, 3B LAD",1,2.5,,,,,,6
NYM,"Chris Taylor, 2B LAD",1,5.77,,,,,,6
NYM,"Tommy LaStella, 2B SF",1,0.45,,,,,,6
NYM,"Brandon Belt, 1B SF",2,2.8,,,,,,6
NYM,"Ha-Seong Kim, SS SD",4,2.5,,,,,,6
NYM,"Alex Dickerson, OF SD",3,1.66,,,,,,6
NYM,"David Peralta, OF ARZ",1,1.5,,,,,,6
NYM,"CJ Cron, 1B COL",2,3.5,3,4,,,,6
OAK,"Corey Knebel, RP LAD",3,0.6,,,,,,7
OAK,"CJ Cron, 1B COL",2,0.65,,,,,,7
OAK,"Daniel Bard, SP COL",1,1,,,,,,7
OAK,"Jon Gray, P COL",4,0.75,,,,,,7
OAK,"Stefan Crichton, RP ARZ",3,0.55,,,,,,7
BOS,"Manny Machado, 3B SD",3,8.78,7.18,8.78,10.46,,,8
BOS,"Ketel Marte, 2B ARZ",3,5.79,4.79,5.79,6.79,,,8
BOS,"Max Muncy, 3B LAD",2,6.78,,,,,,8
